allow_commercial,analysis_method,announcement_date,available_in_zeroeval,benchmark_id,benchmark_name,categories_model,country,created_at,data_type,description_x,fine_tuned_from_model_id,implementation_link,is_self_reported,knowledge_cutoff,language_model,license_id_x,max_score_model,modality_model,model_benchmark_id,model_family_id,model_id,multilingual_model,multimodal_x,name_x,normalized_score,organization_country,organization_description,organization_id_x,organization_name_x,organization_website,paper_link,param_count_x,parent_benchmark_id,provider_id,release_date_x,score,self_reported_source_link,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at,verification_date,verification_hardware,verification_notes,verification_provider_id,verified,verified_by_llmstats,website,param_count_disclosed_x,param_count_clean_x,training_tokens_disclosed_x,training_tokens_clean_x,score_clean,normalized_score_clean,license_type_x,release_year_x,release_month_x,release_year_month_x,cost_per_million_io_tokens,model_size_category_x,performance_category,name_y,organization_id_y,organization_name_y,param_count_y,param_count_clean_y,param_count_disclosed_y,training_tokens_clean_y,training_tokens_disclosed_y,multimodal_y,license_id_y,license_type_y,release_date_y,release_year_y,release_month_y,release_year_month_y,model_size_category_y,description_y,name,categories_benchmark,modality_benchmark,multilingual_benchmark,max_score_benchmark,language_benchmark,description,performance_ratio,is_general,is_code,is_math,is_reasoning,is_language,is_multimodal,is_safety,is_long_context,is_roleplay,is_agents,is_factuality,is_vision,is_multimodal_model,is_large_model,is_open_source,is_recent_model,is_2025_model,performance_tier,model_family
,0-shot chain-of-thought,,,mmlu-pro,MMLU-Pro,,,2025-07-19T19:56:11.447960+00:00,benchmark_result,,,,True,,,,,,180.0,,phi-3.5-mini-instruct,,,,0.474,,,microsoft,,,,,,,,0.474,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:11.450171+00:00,,,,,,False,,False,0.0,False,0.0,0.474,0.474,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MMLU-Pro,"['language', 'reasoning', 'math', 'general']",text,False,1.0,en,"A more robust and challenging multi-task language understanding benchmark that extends MMLU by expanding multiple-choice options from 4 to 10, eliminating trivial questions, and focusing on reasoning-intensive tasks. Features over 12,000 curated questions across 14 domains and causes a 16-33% accuracy drop compared to original MMLU.",0.474,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,5-shot evaluation,,,mmmlu,MMMLU,,,2025-07-19T19:56:14.148935+00:00,benchmark_result,,,,True,,,,,,1476.0,,phi-3.5-mini-instruct,,,,0.554,,,microsoft,,,,,,,,0.554,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.148935+00:00,,,,,,False,,False,0.0,False,0.0,0.554,0.554,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",MMMLU,"['language', 'reasoning', 'math', 'general']",text,True,1.0,en,"Multilingual Massive Multitask Language Understanding dataset released by OpenAI, featuring professionally translated MMLU test questions across 14 languages including Arabic, Bengali, German, Spanish, French, Hindi, Indonesian, Italian, Japanese, Korean, Portuguese, Swahili, Yoruba, and Chinese. Contains approximately 15,908 multiple-choice questions per language covering 57 subjects.",0.554,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,10-shot,,,openbookqa,OpenBookQA,,,2025-07-19T19:56:14.136354+00:00,benchmark_result,,,,True,,,,,,1471.0,,phi-3.5-mini-instruct,,,,0.792,,,microsoft,,,,,,,,0.792,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.136354+00:00,,,,,,False,,False,0.0,False,0.0,0.792,0.792,Unknown,,,,,Undisclosed,Good (70-79%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",OpenBookQA,"['reasoning', 'general']",text,False,1.0,en,"OpenBookQA is a question-answering dataset modeled after open book exams for assessing human understanding. It contains 5,957 multiple-choice elementary-level science questions that probe understanding of 1,326 core science facts and their application to novel situations, requiring combination of open book facts with broad common knowledge through multi-hop reasoning.",0.792,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),phi
,5-shot,,,piqa,PIQA,,,2025-07-19T19:56:13.154444+00:00,benchmark_result,,,,True,,,,,,1034.0,,phi-3.5-mini-instruct,,,,0.81,,,microsoft,,,,,,,,0.81,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.154444+00:00,,,,,,False,,False,0.0,False,0.0,0.81,0.81,Unknown,,,,,Undisclosed,Very Good (80-89%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",PIQA,"['reasoning', 'physics', 'general']",text,False,1.0,en,"PIQA (Physical Interaction: Question Answering) is a benchmark dataset for physical commonsense reasoning in natural language. It tests AI systems' ability to answer questions requiring physical world knowledge through multiple choice questions with everyday situations, focusing on atypical solutions inspired by instructables.com. The dataset contains 21,000 multiple choice questions where models must choose the most appropriate solution for physical interactions.",0.81,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),phi
,standard evaluation,,,qasper,Qasper,,,2025-07-19T19:56:14.173290+00:00,benchmark_result,,,,True,,,,,,1488.0,,phi-3.5-mini-instruct,,,,0.419,,,microsoft,,,,,,,,0.419,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.173290+00:00,,,,,,False,,False,0.0,False,0.0,0.419,0.419,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",Qasper,"['reasoning', 'long_context']",text,False,1.0,en,"QASPER is a dataset of 5,049 information-seeking questions and answers anchored in 1,585 NLP research papers. Questions are written by NLP practitioners who read only titles and abstracts, while answers require understanding the full paper text and provide supporting evidence. The dataset challenges models with complex reasoning across document sections for academic document question answering. Each question seeks information present in the full text and is answered by a separate set of NLP practitioners who also provide supporting evidence to answers.",0.419,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,standard evaluation,,,qmsum,QMSum,,,2025-07-19T19:56:14.228389+00:00,benchmark_result,,,,True,,,,,,1506.0,,phi-3.5-mini-instruct,,,,0.213,,,microsoft,,,,,,,,0.213,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.228389+00:00,,,,,,False,,False,0.0,False,0.0,0.213,0.213,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",QMSum,"['summarization', 'long_context']",text,False,1.0,en,"QMSum is a benchmark for query-based multi-domain meeting summarization consisting of 1,808 query-summary pairs over 232 meetings across academic, product, and committee domains. The dataset enables models to select and summarize relevant spans of meetings in response to specific queries. Published at NAACL 2021, QMSum presents significant challenges in long meeting summarization where models must identify and summarize relevant content based on user queries.",0.213,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,average,,,repoqa,RepoQA,,,2025-07-19T19:56:14.186426+00:00,benchmark_result,,,,True,,,,,,1492.0,,phi-3.5-mini-instruct,,,,0.77,,,microsoft,,,,,,,,0.77,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.186426+00:00,,,,,,False,,False,0.0,False,0.0,0.77,0.77,Unknown,,,,,Undisclosed,Good (70-79%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",RepoQA,"['long_context', 'reasoning', 'code']",text,True,1.0,en,"RepoQA is a benchmark for evaluating long-context code understanding capabilities of Large Language Models through the Searching Needle Function (SNF) task, where LLMs must locate specific functions in code repositories using natural language descriptions. The benchmark contains 500 code search tasks spanning 50 repositories across 5 modern programming languages (Python, Java, TypeScript, C++, and Rust), tested on 26 general and code-specific LLMs to assess their ability to comprehend and navigate code repositories.",0.77,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Good (70-80%),phi
,128k,,,ruler,RULER,,,2025-07-19T19:56:14.179307+00:00,benchmark_result,,,,True,,,,,,1490.0,,phi-3.5-mini-instruct,,,,0.841,,,microsoft,,,,,,,,0.841,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.179307+00:00,,,,,,False,,False,0.0,False,0.0,0.841,0.841,Unknown,,,,,Undisclosed,Very Good (80-89%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",RULER,"['long_context', 'reasoning']",text,False,1.0,en,"RULER (What's the Real Context Size of Your Long-Context Language Models?) is a synthetic benchmark designed to comprehensively evaluate the long-context capabilities of language models. It expands on needle-in-a-haystack (NIAH) testing by introducing new task categories including multi-hop tracing and aggregation tasks. The benchmark provides flexible configurations for customized sequence length and task complexity, evaluating 17 long-context language models across 13 representative tasks to reveal that despite models claiming 32K+ token context sizes, only half maintain satisfactory performance at 32K length.",0.841,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Very Good (80-90%),phi
,5-shot,,,social-iqa,Social IQa,,,2025-07-19T19:56:13.177860+00:00,benchmark_result,,,,True,,,,,,1043.0,,phi-3.5-mini-instruct,,,,0.747,,,microsoft,,,,,,,,0.747,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:13.177860+00:00,,,,,,False,,False,0.0,False,0.0,0.747,0.747,Unknown,,,,,Undisclosed,Good (70-79%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",Social IQa,"['reasoning', 'psychology']",text,False,1.0,en,"The first large-scale benchmark for commonsense reasoning about social situations. Contains 38,000 multiple choice questions probing emotional and social intelligence in everyday situations, testing commonsense understanding of social interactions and theory of mind reasoning about the implied emotions and behavior of others.",0.747,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),phi
,standard evaluation,,,squality,SQuALITY,,,2025-07-19T19:56:12.722570+00:00,benchmark_result,,,,True,,,,,,825.0,,phi-3.5-mini-instruct,,,,0.243,,,microsoft,,,,,,,,0.243,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:12.722570+00:00,,,,,,False,,False,0.0,False,0.0,0.243,0.243,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",SQuALITY,"['summarization', 'long_context', 'language']",text,False,1.0,en,"SQuALITY (Summarization-format QUestion Answering with Long Input Texts, Yes!) is a long-document summarization dataset built by hiring highly-qualified contractors to read public-domain short stories (3000-6000 words) and write original summaries from scratch. Each document has five summaries: one overview and four question-focused summaries. Designed to address limitations in existing summarization datasets by providing high-quality, faithful summaries.",0.243,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
,standard evaluation,,,summscreenfd,SummScreenFD,,,2025-07-19T19:56:14.234498+00:00,benchmark_result,,,,True,,,,,,1508.0,,phi-3.5-mini-instruct,,,,0.16,,,microsoft,,,,,,,,0.16,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,2025-07-19T19:56:14.234498+00:00,,,,,,False,,False,0.0,False,0.0,0.16,0.16,Unknown,,,,,Undisclosed,Poor (<60%),Phi-3.5-mini-instruct,microsoft,Microsoft,3800000000.0,3800000000.0,True,3400000000000.0,True,False,mit,Open & Permissive,2024-08-23,2024.0,8.0,2024-08,Very Large (>70B),"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",SummScreenFD,"['summarization', 'long_context']",text,False,1.0,en,"SummScreenFD is the ForeverDreaming subset of the SummScreen dataset for abstractive screenplay summarization, comprising pairs of TV series transcripts and human-written recaps from 88 different shows. The dataset provides a challenging testbed for abstractive summarization where plot details are often expressed indirectly in character dialogues and scattered across the entirety of the transcript, requiring models to find and integrate these details to form succinct plot descriptions.",0.16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Poor (<60%),phi
